wavelength (nm),0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0
200.0,2.96409,3.61067,1.17373,0.98483,7.64901,0.56411,1.4665,1.30471,-5.8088,0.93548,1.0456,1.3013,1.06619,8.10202,0.99673,3.31576,1.36794,0.77053,1.05476,1.05511,1.21949,0.81814,7.76442,7.6485,7.61906,3.27705,3.08528,0.6784,-3.33333,1.51546,7.60108,1.24793,2.01683,4.08868,1.43625,3.3951,7.70383,1.22319,7.66324,1.15892,1.31829,0.79514,1.15733,1.02058,1.06359,1.08404,1.33721,0.79619,0.94145,2.42404,10.0,1.11921,-5.26844,7.78739,0.72558,7.54846
201.0,1.21174,4.25541,7.67829,7.77393,1.96978,1.67183,5.3005,4.20678,4.11861,-1.54666,2.54833,2.54581,2.11531,2.74635,2.3785,7.65247,2.54808,4.30135,2.2381,2.25765,2.39951,2.36345,5.38364,5.26937,1.89926,7.52735,4.46683,1.96582,7.32865,2.26295,1.90453,4.7337,2.0451,4.73677,4.44724,4.75927,2.11723,5.85204,2.16836,2.51239,2.48192,1.97761,4.5315,4.45578,4.45875,2.49874,2.34603,4.45875,7.66851,2.49121,7.67614,1.97,2.75906,2.19588,4.46952,4.56512
202.0,1.49914,0.98972,3.64537,3.64626,4.51506,1.35352,1.13655,3.72709,3.77313,1.29229,1.35871,1.74942,1.4232,1.41357,1.66097,1.43105,1.54506,3.82026,1.64922,1.43962,1.75793,1.60319,1.44939,1.47298,4.49062,1.19887,1.67041,1.50968,6.99422,1.28193,4.56072,6.95118,1.64569,5.14093,3.77328,2.08693,1.52459,2.29881,1.64694,1.75878,1.77635,1.61742,7.12996,4.80753,3.96544,2.07406,1.72091,7.17311,7.08777,1.55991,4.6182,4.38566,1.42558,1.60258,4.36361,3.94916
203.0,0.08479,0.04866,0.38984,0.37531,3.56833,0.58097,0.5404,0.6259,0.57508,0.64812,0.62014,0.73764,0.67558,0.67614,0.8265,0.62375,1.00715,0.91934,0.88288,0.68649,0.85793,0.91495,0.97672,0.85573,4.16816,0.69738,0.87651,0.8765,7.00792,3.81344,0.9492,6.98009,4.14457,1.1933,0.94827,1.11435,1.66494,1.18325,4.35231,0.9541,1.5736,0.94495,4.19679,4.43835,1.22422,1.2917,1.37756,4.14467,3.98964,3.88591,4.29799,3.97029,4.12454,7.15658,1.42266,1.23534
204.0,-0.07799,0.05695,0.23448,0.34188,0.46191,0.46151,0.47292,0.54875,0.54742,0.64306,0.62751,0.68994,0.70509,0.72214,0.75484,0.73617,0.97841,0.84913,0.89196,0.9707,0.80453,1.01547,1.18642,0.92475,1.03096,1.06875,1.06041,1.11615,1.3096,0.92934,1.03747,4.01396,1.12778,1.25299,1.30958,1.17533,1.59678,1.39463,4.22105,1.35012,1.53456,1.29639,4.49137,4.29621,1.59764,1.43408,1.8375,1.30684,4.32833,4.37024,7.06603,4.21589,1.39255,4.12932,4.13996,1.38211
205.0,0.0128,0.10381,0.28394,0.35172,0.4474,0.48828,0.49949,0.56604,0.56516,0.65768,0.60226,0.65797,0.68282,0.70981,0.71449,0.77982,0.80083,0.87729,0.81082,0.94268,0.90148,0.9217,1.00879,1.01567,1.03202,0.96872,1.0525,1.03778,1.11072,1.09176,1.17651,1.43798,1.35285,1.35101,1.34705,1.24192,1.55701,1.47838,1.42862,1.58763,1.32536,1.44322,1.93549,1.35904,1.75855,1.58926,2.00692,4.39215,4.49309,2.17915,4.4503,1.92671,4.39529,1.47416,1.68946,1.80969
206.0,-0.03753,0.07837,0.29786,0.33286,0.38933,0.43763,0.46563,0.50917,0.49824,0.55001,0.57335,0.60443,0.61378,0.65268,0.67045,0.75416,0.77536,0.82316,0.78009,0.85499,0.84353,0.83901,0.94324,0.99948,0.97388,0.97102,1.02972,1.06876,1.03396,1.12966,1.12405,1.44537,1.36474,1.51869,1.31704,1.30661,1.34519,1.4133,1.2654,1.45768,1.57468,1.59478,1.57102,1.43833,1.62446,1.81357,1.83678,4.51314,4.33857,1.63187,1.81896,1.60679,4.70995,1.69431,4.5582,1.73607
207.0,0.00179,0.11716,0.28564,0.35616,0.40842,0.40979,0.46404,0.5207,0.51821,0.5316,0.5869,0.62518,0.63731,0.64807,0.66054,0.72978,0.75791,0.77832,0.78276,0.83423,0.87749,0.84183,0.9316,0.96451,0.95613,1.02329,0.99246,1.02398,1.09671,1.05732,1.06913,1.04621,1.21317,1.19354,1.28229,1.19206,1.26846,1.2683,1.21947,1.43666,1.45077,1.38869,1.41751,1.55093,1.78222,1.87737,1.87121,1.82789,1.59126,1.73623,1.95637,1.84317,4.97565,1.80843,1.74665,1.63532
208.0,0.0173,0.11166,0.25988,0.34113,0.40445,0.40146,0.42529,0.45901,0.48286,0.48537,0.54864,0.59585,0.6112,0.61071,0.66031,0.63755,0.66803,0.69566,0.71888,0.77604,0.7661,0.77247,0.8357,0.90084,0.89537,0.94202,0.93113,0.97121,0.9975,1.01135,1.01441,1.04284,1.16036,1.08458,1.1656,1.2092,1.18453,1.18395,1.2208,1.34091,1.33031,1.38336,1.41901,1.42628,1.62266,1.83147,1.7972,1.74274,1.75201,1.84372,1.85374,1.9953,2.29633,1.84387,2.05886,1.69171
