wavelength (nm),0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0
200.0,1.02762,7.53318,1.44777,2.51863,1.28506,1.40712,10.0,3.43742,1.44188,1.14152,2.2266,1.75618,1.28588,1.55,1.43014,1.21888,1.29519,1.13326,10.0,1.42939,7.8204,1.87303,1.21751,1.21603,7.56755,3.8475,3.7192,1.30915,1.05588,1.29542,7.60704,1.48286,1.48516,3.77249,1.39823,1.36477,1.59782,7.79667,1.22941,1.75693,7.79832,4.10776,1.97241,7.64616,1.4013,1.37505,1.24158,1.24139,7.51894,3.98228,1.0339,3.78525,1.25347,1.34516,10.0,3.77069,1.37543,1.73193,1.22912,7.78246,1.18094,1.12709,1.72165,1.27612,1.14364,1.37571,1.47429,1.42131,1.39506
201.0,4.45949,2.27819,4.67098,2.58085,1.82729,2.4183,4.52608,4.42909,2.32799,1.90016,2.11625,5.32677,4.54964,2.19157,5.54692,2.17168,2.14716,2.64826,4.7402,2.60366,7.8204,2.46955,5.27994,2.79818,4.47554,6.85381,7.62674,1.99462,1.87608,2.14492,2.46929,5.32644,2.30412,4.73215,2.01667,2.3813,2.26309,2.25415,2.23783,5.37569,2.18391,4.59456,5.69585,4.42142,2.01759,4.68979,4.56075,7.68081,2.47252,4.63484,2.57337,4.7015,5.57796,1.9878,4.35908,7.72111,2.27183,2.86716,5.2133,2.35561,2.33818,2.18233,5.46536,2.31043,2.34665,4.47656,2.2702,2.38534,2.10549
202.0,3.22227,1.03398,3.45387,1.95404,1.07648,1.31506,1.18176,1.29232,1.56677,1.21511,1.45938,1.20818,3.78914,1.35588,2.07221,1.32267,1.46273,1.60351,1.54036,1.56365,3.60378,1.33785,1.36462,1.3425,6.83309,6.79567,1.3536,1.08177,4.60371,4.36363,1.86612,1.34826,1.56789,2.01523,1.49924,1.70447,1.48777,1.64428,1.88272,1.33089,4.51225,1.34425,4.5548,3.66945,4.73228,3.67884,4.05648,7.06532,1.93798,4.84185,1.23977,4.65333,4.6632,1.53769,7.57729,4.65206,1.84747,1.62365,1.57246,4.54887,4.75278,1.72318,1.38008,1.57713,1.86305,6.86499,1.63606,1.82243,1.57719
203.0,-0.00717,0.29453,0.44378,0.63311,0.47227,0.56338,0.64276,0.73132,0.65194,0.56677,0.75949,0.73867,0.7509,0.82168,0.6578,0.6824,0.96207,0.79932,0.95757,0.88955,3.84622,0.75531,0.86062,1.03352,3.79118,7.00676,3.80273,0.69171,1.71113,4.06998,1.30092,0.94323,1.18197,1.11031,1.04414,1.79559,1.86642,1.1482,1.20245,0.92843,1.003,1.46278,4.09762,1.02688,4.09432,1.45384,1.25083,1.21336,0.96888,7.37672,0.79567,4.09301,4.36812,4.31301,3.97374,4.16342,1.33607,1.85508,1.13815,1.08018,1.36336,1.70918,3.93152,1.01843,1.53871,7.03839,1.18294,4.32658,4.03541
204.0,-0.01793,0.15055,0.46558,0.55463,0.51063,0.47801,0.68932,0.69116,0.70602,0.60743,0.72407,0.80524,0.68495,0.7962,0.79601,0.76642,0.83771,0.9504,0.97293,0.91383,1.02806,0.92986,1.1415,1.30157,0.95837,3.90804,4.03432,1.14245,1.0446,1.24411,0.97063,1.0941,4.20173,4.20357,1.27035,1.26943,2.12689,1.29811,1.20995,1.53269,4.32812,1.63591,1.29658,1.51576,1.3022,1.83959,1.57776,1.72161,1.27249,1.74577,1.43015,4.17398,4.23191,4.20581,4.15891,4.10068,1.68675,4.47336,4.28394,1.63223,2.04016,1.82243,1.63308,4.32575,1.97814,1.52729,1.60907,1.68346,7.34342
205.0,0.00541,0.19873,0.43407,0.47778,0.49848,0.57858,0.57685,0.6787,0.71768,0.67507,0.68579,0.78116,0.73971,0.85054,0.82911,0.89953,0.92678,0.92011,1.01002,0.94398,1.05417,1.02292,1.12953,1.37841,1.11422,1.0874,1.11099,1.18608,1.02114,1.07534,1.16465,1.11431,4.30574,1.33206,1.35131,1.39192,1.53197,1.34624,1.63612,1.63343,1.55415,1.68625,1.53307,2.03537,1.58397,4.58669,1.57336,1.62382,1.55723,4.42163,1.70537,1.72592,4.3574,1.35285,4.28156,4.50637,1.69998,4.78002,1.63173,7.2931,1.72063,4.55866,2.07986,2.38046,5.21137,2.06887,1.93139,1.73438,1.71892
206.0,-0.01814,0.21646,0.38155,0.46168,0.50494,0.52245,0.55528,0.57036,0.61954,0.6218,0.65924,0.71034,0.68463,0.7377,0.74308,0.81347,0.85877,0.84483,0.90212,0.91479,0.98568,1.02704,0.96803,1.13268,1.12172,1.08824,1.16231,1.09872,1.16478,1.12047,1.15972,1.27938,1.21222,1.34029,1.22964,1.48189,1.40912,1.44846,1.51999,1.44079,1.62101,1.5238,1.4799,1.57761,1.45474,1.64159,1.61789,4.2885,1.99889,5.0353,1.69576,1.83655,4.62426,4.40137,4.32648,4.41512,1.82963,2.24784,2.06807,4.72568,1.81598,1.83714,1.98517,4.82696,4.61055,1.78952,4.48846,1.95119,1.67979
207.0,-0.00707,0.21449,0.38217,0.42496,0.46414,0.48173,0.54016,0.51256,0.54634,0.61975,0.60753,0.6747,0.64715,0.6944,0.72684,0.74614,0.75448,0.80004,0.87927,0.87747,0.93661,0.96187,0.97036,0.99965,1.06124,0.96556,1.12549,1.03547,1.05919,1.08576,1.12348,1.14429,1.20817,1.22932,1.26312,1.40568,1.36884,1.43205,1.50579,1.39806,1.51643,1.41225,1.40067,1.62264,1.47557,1.56661,1.51787,1.49985,2.05671,2.48647,2.01285,2.35648,2.19633,2.20836,2.17321,1.77973,1.9433,1.91098,2.04608,2.2121,1.98651,1.88506,1.82736,2.01337,1.93787,1.8918,4.60031,2.03894,2.16456
208.0,0.00821,0.2285,0.38818,0.39112,0.45044,0.48301,0.50746,0.50856,0.57212,0.59366,0.58668,0.63041,0.62544,0.68148,0.68527,0.68135,0.74478,0.78272,0.80311,0.81096,0.88064,0.91545,0.92884,0.98008,0.98337,0.92162,0.99763,0.99261,1.0319,1.10304,1.15365,1.10287,1.14673,1.15092,1.19566,1.27066,1.27682,1.35185,1.33996,1.3241,1.32656,1.40671,1.42958,1.44726,1.3499,1.54617,1.41049,1.57167,2.38984,1.85587,2.09725,2.07207,1.89505,2.18754,2.12067,1.91857,1.86137,2.00326,2.16431,2.20673,2.27007,2.2299,2.07476,2.22631,1.97781,2.03007,2.23807,2.13058,2.26016
