,0.02,0.05,0.1,0.25,0.5,1.0,2.0,5.0,10.0
Hsa,5.25830916471875,6.350242512053127,7.110798826687501,7.492802906050001,7.390398198028125,7.537676879228126,6.92900170458125,7.062473009418751,6.008509947081248
Tel,0.393063317548801,0.9693118939483716,1.480706401546607,2.1468896252929923,2.4945734028388493,2.6294845367868005,2.8156926846093024,2.8171766326174303,2.620287704301664
Cau,0.15615009286281475,0.5150563012031112,0.8659956680708149,1.3716909305436298,1.8240083551500739,2.0086399062774074,2.216176126638444,2.2241429681110367,2.007843222130148
Mja,0.3725612406192144,0.7132797453624714,1.1833956777424233,2.100469547567318,3.013490518601772,3.972828573742021,4.621843568195287,4.832584792973438,4.484629458596896
Tth,0.5507076092388888,1.2692755655481482,2.1301208748555562,3.9765846926296304,5.8746633230055565,7.766009586520371,9.373249968496296,10.556351238222222,10.791535253903703
Eco,2.387679757797963,6.85203896880676,13.244026795804908,22.17991112345815,34.16703807077037,46.00511418086111,54.66726091323259,60.77261251480482,57.006212512708146
Mru,1.6928050810844446,5.6385345715533335,11.33930462402889,19.287071897229634,32.4572850981037,44.52504120835556,50.47593862225185,60.80702845534074,56.000078452681485
Bsu,0.8683312655485415,2.926194703651042,5.885053906319583,12.238298965223334,21.92150822952222,33.793238927993606,44.87739226126527,58.01215025508,55.63127121558222
Pma,0.059580330140041604,0.178740990420125,0.39553455810526383,0.9150811010821668,1.5306940334861963,2.459015253413985,3.791108140952207,5.396087935696168,5.738712537889717
Hth,-0.0006025877763954,0.012855139344318867,0.033704561193432896,0.0893833779924839,0.19186291388885568,0.3955766804072765,0.6634857580631935,1.348986019158388,1.824143920446885
